Document Title,Authors,Publication Year,PDF Link,Implementation?,Abstract Summary
D2Former: Jointly Learning Hierarchical Detectors and Contextual Descriptors via Agent-Based Transformers,J. He; Y. Gao; T. Zhang; Z. Zhang; F. Wu,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203099,NO,"To deal with these issues, a novel im-age matching method is proposed by Jointly Learning Hier-archical Detectors and Contextual Descriptors via Agent-based Transformers (D2Former), including a contextual feature descriptor learning (CFDL) module and a hierar-chical keypoint detector learning (HKDL) module. How-ever, achieving robust image matching remains challenging because CNN extracted descriptors usually lack discrim-inative ability in texture-less regions and keypoint detec-tors are only good at identifying keypoints with a specific level of structure."
MIXSIM: A Hierarchical Framework for Mixed Reality Traffic Simulation,S. Suo; K. Wong; J. Xu; J. Tu; A. Cui; S. Casas; R. Urtasun,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10205254,NO,"Towards this goal, we propose to leverage the wealth of interesting scenarios captured in the real world and make them reactive and controllable to enable closed-loop SDV evaluation in what-if situations. Furthermore, by varying each agent's route, we can expand the scope of testing to what-if situations with realistic variations in agent behaviors or even safety critical interactions."
Behavioral Analysis of Vision-and-Language Navigation Agents,Z. Yang; A. Majumdar; S. Lee,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203467,NO,"In this work, we develop a methodology to study agent behavior on a skill-specific basis - examining how well existing agents ground instructions about stopping, turning, and moving towards specified objects or rooms. We present a detailed case study analyzing the behavior of a recent agent and then compare multiple agents in terms of skill-specific competency scores."
Coaching a Teachable Student,J. Zhang; Z. Huang; E. Ohn-Bar,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203984,NO,"Our proposed sensorimotor agent results in a robust image-based behavior cloning agent in CARLA, improving over current models by over 20.6% in driving score without requiring LiDAR, historical observations, ensemble of models, on-policy data aggregation or reinforcement learning. Current distillation for sensorimotor agents methods tend to result in suboptimal learned driving behavior by the student, which we hypothesize is due to inherent differences between the input, modeling capacity, and optimization processes of the two agents."
Towards real-world navigation with deep differentiable planners,S. Ishida; J. F. Henriques,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9878917,YES,"To avoid the potentially hazardous trial-and-error of reinforcement learning, we focus on differentiable planners such as Value Iteration Networks (VIN), which are trained offline from safe expert demonstrations. As far as we know, we are the first to successfully apply them to the difficult Active Vision Dataset, consisting of real images captured from a robot."
GATSBI: Generative Agent-centric Spatio-temporal Object Interaction,C. -H. Min; J. Bae; J. Lee; Y. M. Kim,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9578878,NO,"We present GATSBI, a generative model that can transform a sequence of raw observations into a structured latent representation that fully captures the spatiotemporal context of the agent’s actions. The agent requires a good scene representation of the visual observation that discerns essential components and consistently propagates along the time horizon."
GeoSim: Realistic Video Simulation via Geometry-Aware Composition for Self-Driving,Y. Chen; F. Rong; S. Duggal; S. Wang; X. Yan; S. Manivasagam; S. Xue; E. Yumer; R. Urtasun,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9578059,NO,"During simulation, we perform a novel geometry-aware simulation-by-composition procedure which 1) proposes plausible and realistic object placements into a given scene, 2) renders novel views of dynamic objects from the asset bank, and 3) composes and blends the rendered image segments. In this paper, we present GeoSim, a geometry-aware image composition process which synthesizes novel urban driving scenarios by augmenting existing images with dynamic objects extracted from other scenes and rendered at novel poses."
PifPaf: Composite Fields for Human Pose Estimation,S. Kreiss; L. Bertoni; A. Alahi,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8953198,NO,"Our method outperforms previous methods at low resolution and in crowded, cluttered and occluded scenes thanks to (i) our new composite field PAF encoding fine-grained information and (ii) the choice of Laplace loss for regressions which incorporates a notion of uncertainty. The new method, PifPaf, uses a Part Intensity Field (PIF) to localize body parts and a Part Association Field (PAF) to associate body parts with each other to form full human poses."
Parsing R-CNN for Instance-Level Human Analysis,L. Yang; Q. Song; Z. Wang; M. Jiang,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8953214,NO,"It processes a set of human instances simultaneously through comprehensive considering the characteristics of region-based approach and the appearance of a human, thus allowing representing the details of instances. Instance-level human analysis is common in real-life scenarios and has multiple manifestations, such as human part segmentation, dense pose estimation, human-object interactions, etc."
Deep Single Image Camera Calibration With Radial Distortion,M. López; R. Marí; P. Gargallo; Y. Kuang; J. Gonzalez-Jimenez; G. Haro,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8954230,NO,We thoroughly analyze the performance of the proposed method and the impact of the improvements and compare with previous approaches for single image radial distortion correction. In this work we propose a method to predict extrinsic (tilt and roll) and intrinsic (focal length and radial distortion) parameters from a single image.
How many Observations are Enough? Knowledge Distillation for Trajectory Forecasting,A. Monti; A. Porrello; S. Calderara; P. Coscia; L. Ballan; R. Cucchiara,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879765,NO,"We feel that this common schema neglects critical traits of realistic applications: as the collection of input trajectories involves machine perception (i.e., detection and tracking), incorrect detection and fragmentation errors may accumulate in crowded scenes, leading to tracking drifts. Current state-of-the-art models usually rely on a “history” of past tracked locations (e.g., 3 to 5 seconds) to predict a plausible sequence of future locations (e.g., up to the next 5 seconds)."
Instance-wise Occlusion and Depth Orders in Natural Scenes,H. Lee; J. Park,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879265,NO,"The scenes were annotated by 3,659 crowd-workers regarding (1) occlusion order that identifies occluder/occludee and (2) depth order that describes ordinal relations that consider relative distance from the camera. Moreover, we propose a dense depth prediction network called InstaDepthNet that uses auxiliary geometric order loss to boost the accuracy of the state-of-the-art depth prediction approach, MiDaS [54]."
Privacy Preserving Localization and Mapping from Uncalibrated Cameras,M. Geppert; V. Larsson; P. Speciale; J. L. Schönberger; M. Pollefeys,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9578648,NO,"Recent works on localization and mapping from privacy preserving line features have made significant progress towards addressing the privacy concerns arising from cloud-based solutions in mixed reality and robotics. This enables uncalibrated devices to both localize themselves within an existing map as well as contribute to the map, while preserving the privacy of the image contents."
Beyond Supervised vs. Unsupervised: Representative Benchmarking and Analysis of Image Representation Learning,M. Gwilliam; A. Shrivastava,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879692,NO,"We reveal through our analysis that in isolation, single popular methods should not be treated as though they represent the field as a whole, and that future work ought to consider how to leverage the complimentary nature of these methods. To enrich this comparison, we analyze embeddings with measurements such as uniformity, tolerance, and centered kernel alignment (CKA), and propose two new metrics of our own: nearest neighbor graph similarity and linear prediction overlap."
KeyTr: Keypoint Transporter for 3D Reconstruction of Deformable Objects in Videos,D. Novotny; I. Rocco; S. Sinha; A. Carlier; G. Kerchenbaum; R. Shapovalov; N. Smetanin; N. Neverova; B. Graham; A. Vedaldi,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879736,NO,"Compared to weaker deformation models, this significantly reduces the reconstruction ambiguity and, for dynamic objects, allows Keypoint Transporter to obtain reconstructions of the quality superior or at least comparable to prior approaches while being much faster and reliant on a pre-trained monocular depth estimator network. The idea is to fit a dynamic point cloud to the video data using Sinkhorn's algorithm to associate the 3D points to 2D pixels and use a differentiable point renderer to ensure the compatibility of the 3D deformations with the measured optical flow."
Trajectory-Aware Body Interaction Transformer for Multi-Person Pose Forecasting,X. Peng; S. Mao; Z. Wu,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203728,NO,"On both short-and long-term horizons, we empirically evaluate our frame-work on CMU-Mocap, MuPoTS-3D as well as synthesized datasets (6 ~ 10 persons), and demonstrate that our method greatly outperforms the state-of-the-art methods. Specifically, we construct a Temporal Body Partition Module that transforms all the pose sequences into a Multi-Person Body-Part sequence to retain spatial and temporal information based on body semantics."
MoDi: Unconditional Motion Synthesis from Diverse Data,S. Raab; I. Leibovitch; P. Li; K. Aberman; O. Sorkine-Hornung; D. Cohen-Or,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10205193,YES,"Despite the lack of any structure in the dataset, our model yields a well-behaved and highly structured latent space, which can be semantically clustered, constituting a strong motion prior that facilitates various applications including semantic editing and crowd animation. In addition, we present an encoder that inverts real motions into MoDi's natural motion manifold, issuing solutions to various ill-posed challenges such as completion from prefix and spatial editing."
Box-Level Active Detection,M. Lyu; J. Zhou; H. Chen; Y. Huang; D. Yu; Y. Li; Y. Guo; Y. Guo; L. Xiang; G. Ding,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203997,YES,"It exploits both human annotations and the model intelligence in a complementary fashion: an efficient input-end committee queries labels for informative objects only; meantime well-learned targets are identified by the model and compensated with pseudo-labels. Having revealed above problems and limitations, we introduce a box-level active detection framework that controls a box-based budget per cycle, prioritizes informative targets and avoids redundancy for fair comparison and efficient application."
Common Pets in 3D: Dynamic New-View Synthesis of Real-Life Deformable Categories,S. Sinha; R. Shapovalov; J. Reizenstein; I. Rocco; N. Neverova; A. Vedaldi; D. Novotny,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10204777,YES,"At test time, given a small number of video frames of an unseen object, Tracker-NeRF predicts the trajectories of its 3D points and generates new views, interpolating viewpoint and time. We use cats and dogs as a representative example and introduce Common Pets in 3D (CoP3D), a collection of crowd-sourced videos of approximately 4,200 distinct pets."
Mutual Information-Based Temporal Difference Learning for Human Pose Estimation in Video,R. Feng; Y. Gao; X. Ma; T. H. E. Tse; H. J. Chang,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10204825,NO,"We further propose a Representation Disentanglement module from the mutual information perspective, which can grasp discriminative task-relevant motion signals by explicitly defining useful and noisy constituents of the raw motion features and minimizing their mutual information. In this paper, we present a novel multi-frame human pose estimation framework, which employs temporal differences across frames to model dynamic contexts and engages mutual information objectively to facilitate useful motion information disentanglement."
Learning to Adapt for Stereo,A. Tonioni; O. Rahnama; T. Joy; L. Di Stefano; T. Ajanthan; P. H. S. Torr,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8954176,NO,"Even though deep learning based stereo methods are successful, they often fail to generalize to unseen variations in the environment, making them less suitable for practical applications such as autonomous driving. Specifically, our approach incorporates the adaptation procedure into the learning objective to obtain a base set of parameters that are better suited for unsupervised online adaptation."
Meta Agent Teaming Active Learning for Pose Estimation,J. Gong; Z. Fan; Q. Ke; H. Rahmani; J. Liu,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9880091,NO,"Finally, we show experimental results on both human hand and body pose estimation benchmark datasets and demonstrate that our method significantly outperforms all baselines continuously under the same amount of annotation budget. Our MATAL formulates the image selection procedure as a Markov Decision Process and learns an optimal sampling policy that directly maximizes the performance of the pose estimator based on the reward."
Seeing in Extra Darkness Using a Deep-Red Flash,J. Xiong; J. Wang; W. Heidrich; S. Nayar,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9578549,NO,"Our main observation is that in a dim environment, the human eye mainly uses rods for the perception of light, which are not sensitive to wavelengths longer than 620nm, yet the camera sensor still has a spectral response. We propose a novel modulation strategy when training a modern CNN model for guided image filtering, fusing a noisy RGB frame and a flash frame."
SIGNet: Semantic Instance Aided Unsupervised 3D Geometry Perception,Y. Meng; Y. Lu; A. Raj; S. Sunarjo; R. Guo; T. Javidi; G. Bansal; D. Bharadia,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8953332,YES,"Recent works on unsupervised learning have made considerable progress on perceiving geometry; however, they usually ignore the coherence of objects and perform poorly under scenarios with dark and noisy environments. Specifically, SIGNet integrates semantic information to make depth and flow predictions consistent with objects and robust to low lighting conditions."
Neuro-Inspired Eye Tracking With Eye Movement Dynamics,K. Wang; H. Su; Q. Ji,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8953735,NO,"Combined with the bottom-up gaze measurements from the deep convolutional neural network, our method achieves better performance for both within-dataset and cross-dataset evaluations compared to state-of-the-art. In particular, we propose a novel Dynamic Gaze Transition Network (DGTN) to capture the underlying eye movement dynamics and serve as the topdown gaze prior."
Neural Cellular Automata Manifold,A. H. Ruiz; A. Vilalta; F. Moreno-Noguer,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9578885,NO,"In biological terms, our approach would play the role of the transcription factors, modulating the mapping of genes into specific proteins that drive cellular differentiation, which occurs right before the morphogenesis. We accomplish this by introducing dynamic convolutions inside an Auto-Encoder architecture, for the first time used to join two different sources of information, the encoding and cell’s environment information."
Dense Distinct Query for End-to-End Object Detection,S. Zhang; X. Wang; J. Wang; J. Pang; C. Lyu; W. Zhang; P. Luo; K. Chen,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203166,YES,"However, it triggers a new dilemma as the widely used sparse queries cannot guarantee a high recall, while dense queries inevitably bring more similar queries and encounter optimization difficulties. Most impressively, DDQ-DETR achieves 52.1 AP on MS-COCO dataset within 12 epochs using a ResNet-50 backbone, outperforming all existing detectors in the same setting."
Real-time Object Detection for Streaming Perception,J. Yang; S. Liu; Z. Li; X. Li; J. Sun,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879790,YES,"In this paper, instead of searching trade-offs between accuracy and speed like previous works, we point out that endowing real-time models with the ability to predict the future is the key to dealing with this problem. While past works ignore the inevitable changes in the environment after processing, streaming perception is proposed to jointly evaluate the latency and accuracy into a single metric for video online perception."
FlowNet3D: Learning Scene Flow in 3D Point Clouds,X. Liu; C. R. Qi; L. J. Guibas,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8953876,NO,"Our network simultaneously learns deep hierarchical features of point clouds and flow embeddings that represent point motions, supported by two newly proposed learning layers for point sets. Many applications in robotics and human-computer interaction can benefit from understanding 3D motion of points in a dynamic environment, widely noted as scene flow."
Self-Supervised Pillar Motion Learning for Autonomous Driving,C. Luo; X. Yang; A. Yuille,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9578855,NO,"In this paper, we seek to answer the research question of whether the abundant unlabeled data collections can be utilized for accurate and efficient motion learning. To this end, we propose a learning framework that leverages free supervisory signals from point clouds and paired camera images to estimate motion purely via self-supervision."
Class-Incremental Exemplar Compression for Class-Incremental Learning,Z. Luo; Y. Liu; B. Schiele; Q. Sun,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203819,YES,"We propose an adaptive mask generation model called class-incremental masking (CIM) to explicitly resolve two difficulties of using CAM: 1) transforming the heatmaps of CAM to 0–1 masks with an arbitrary threshold leads to a trade-off between the coverage on discriminative pixels and the quantity of exemplars, as the total memory is fixed; and 2) optimal thresholds vary for different object classes, which is particularly obvious in the dynamic environment of CIL. We conduct extensive experiments on high-resolution CIL benchmarks including Food-101, ImageNet-100, and ImageNet-1000, and show that using the compressed exemplars by CIM can achieve a new state-of-the-art CIL accuracy, e.g., 4.8 percentage points higher than FOSTER [42] on 10-Phase ImageNet-1000."
Weakly Supervised Class-agnostic Motion Prediction for Autonomous Driving,R. Li; H. Shi; Z. Fu; Z. Wang; G. Lin,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10205104,NO,"To this end, we propose a two-stage weakly supervised approach, where the segmentation model trained with the incomplete binary masks in Stage1 will facilitate the self-supervised learning of the motion prediction network in Stage2 by estimating possible moving foregrounds in advance. Based on this observation, we study a novel weakly supervised motion prediction paradigm, where fully or partially (1 %, 0.1%) annotated foreground/background binary masks are used for supervision, rather than using expensive motion annotations."
Event-Guided Person Re-Identification via Sparse-Dense Complementary Learning,C. Cao; X. Fu; H. Liu; Y. Huang; K. Wang; J. Luo; Z. -J. Zha,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203615,YES,"Specifically, for frames, we build a CNN-based module to aggregate the dense features of pedestrian appearance step by step, while for event streams, we design a bio-inspired spiking neural network (SNN) backbone, which encodes event signals into sparse feature maps in a spiking form, to extract the dynamic motion cues of pedestrians. In this work, we propose a Sparse-Dense Complementary Learning (SDCL) Framework, which effectively extracts identity features by fully exploiting the complementary information of dense frames and sparse events."
OTA: Optimal Transport Assignment for Object Detection,Z. Ge; S. Liu; Z. Li; O. Yoshie; J. Sun,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9577660,YES,"In this paper, we innovatively revisit the label assignment from a global perspective and propose to formulate the assigning procedure as an Optimal Transport (OT) problem – a well-studied topic in Optimization Theory. After formulation, finding the best assignment solution is converted to solve the optimal transport plan at minimal transportation costs, which can be solved via Sinkhorn-Knopp Iteration."
Diverse Part Discovery: Occluded Person Re-identification with Part-Aware Transformer,Y. Li; J. He; T. Zhang; X. Liu; Y. Zhang; F. Wu,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9578649,NO,"To address these issues, we propose a novel end-to-end Part-Aware Transformer (PAT) for occluded person Re-ID through diverse part discovery via a transformer encoder-decoder architecture, including a pixel context based transformer encoder and a part prototype based transformer decoder. First, to the best of our knowledge, this is the first work to exploit the transformer encoder-decoder architecture for occluded person Re-ID in a unified deep model."
Improving Multiple Pedestrian Tracking by Track Management and Occlusion Handling,D. Stadler; J. Beyerer,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9578417,NO,"In contrast, we propose a novel occlusion handling strategy that explicitly models the relation between occluding and occluded tracks outperforming the feature-based approach, while not depending on a separate re-identification network. Furthermore, we improve the track management of a regression-based method in order to bypass missing detections and to deal with tracks leaving the scene at the border of the image."
An Aggregated Multicolumn Dilated Convolution Network for Perspective-Free Counting,D. Deb; J. Ventura,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8575518,NO,"Our experiments show that our proposed network outperforms the state-of-the-art on many benchmark datasets, and also that using our aggregation module in combination with a higher number of columns is beneficial for multiscale counting. While the use of multiple columns to extract multiscale information from images has been shown before, our approach aggregates the multiscale information gathered by the multicolumn convolutional neural network to improve performance."
Learning a Facial Expression Embedding Disentangled from Identity,W. Zhang; X. Ji; K. Chen; Y. Ding; C. Fan,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9577420,NO,"To reduce the optimization difficulty caused by additional fully connection layers, DLN directly provides high-order polynomial to nonlinearly project the high-dimensional feature to a low-dimensional manifold. In this paper, we model the expression as the deviation from the identity by a subtraction operation, extracting a continuous and identity-invariant expression embedding."
Learning Cross-Modal Retrieval with Noisy Labels,P. Hu; X. Peng; H. Zhu; L. Zhen; J. Lin,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9577762,NO,"Besides, a simple yet effective multimodal loss function, called Multimodal Contrastive loss (MC), is proposed to maxi-mize the mutual information between different modalities, thus alleviating the interference of noisy samples and cross-modal discrepancy. To tackle the challenge, this paper presents a general Multi-modal Robust Learning framework (MRL) for learning with multimodal noisy labels to mitigate noisy samples and correlate distinct modalities simultaneously."
Rethinking Spatial Invariance of Convolutional Networks for Object Counting,Z. -Q. Cheng; Q. Dai; H. Li; J. Song; X. Wu; A. G. Hauptmann,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879478,YES,"In this paper, we try to use locally connected Gaussian kernels to replace the original convolution filter to estimate the spatial position in the density map. Our work points a new direction for follow-up research, which should investigate how to properly relax the overly strict pixel-level spatial invariance for object counting."
Occluded Human Mesh Recovery,R. Khirodkar; S. Tripathi; K. Kitani,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879237,NO,"Specifically, our proposed contextual reasoning architecture applied to the SPIN model with ResNet-50 backbone results in 75.2 PMPJPE on 3DPW-PC, 23.6 AP on CrowdPose and 37.7 AP on OCHu- man datasets, a significant improvement of 6.9 mm, 6.4 AP and 20.8 AP respectively over the baseline. To address this, we present Occluded Human Mesh Recovery (OCHMR) - a novel top-down mesh recovery approach that incorporates image spatial context to overcome the limitations of the single-human assumption."
Variational Pedestrian Detection,Y. Zhang; H. He; J. Li; Y. Li; J. See; W. Lin,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9578255,NO,"Pedestrian detection in a crowd is a challenging task due to a high number of mutually-occluding human instances, which brings ambiguity and optimization difficulties to the current IoU-based ground truth assignment procedure in classical object detection methods. Experiments conducted on CrowdHuman and CityPersons datasets show that the proposed algorithm serves as an efficient solution to handle the dense pedestrian detection problem for the case of single-stage detectors."
Behavior and Personality Analysis in a Nonsocial Context Dataset,D. Dotti; M. Popa; S. Asteriadis,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8575484,NO,"The majority of existing methods investigate personality assessment in social contexts, such as crowded places or social events, but ignore the role of behaviors as well as personality in nonsocial situations (i.e. Forty-six participants were recorded in an unconstrained indoor space, related to a smart home environment, performing six tasks resembling Activities of Daily Living (ADL)."
ElePose: Unsupervised 3D Human Pose Estimation by Predicting Camera Elevation and Learning Normalizing Flows on 2D Poses,B. Wandt; J. J. Little; H. Rhodin,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879908,NO,"Therefore, we propose an unsupervised approach that learns to predict a 3D human pose from a single image while only being trained with 2D pose data, which can be crowd-sourced and is already widely available. Another part of our contribution is to stabilize training with normalizing flows on high-dimensional 3D pose data by first projecting the 2D poses to a linear subspace."
LMGP: Lifted Multicut Meets Geometry Projections for Multi-Camera Multi-Object Tracking,D. M. H. Nguyen; R. Henschel; B. Rosenhahn; D. Sonntag; P. Swoboda,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879609,YES,Tracklets are then matched to multi-camera trajectories by solving a global lifted multicut formulation that incorporates short and long-range temporal interactions on tracklets located in the same camera as well as inter-camera ones. Multi-Camera Multi-Object Tracking is currently drawing attention in the computer vision field due to its superior performance in real-world applications such as video surveillance with crowded scenes or in wide spaces.
Knowledge Mining with Scene Text for Fine-Grained Recognition,H. Wang; J. Liao; T. Cheng; Z. Gao; H. Liu; B. Ren; X. Bai; W. Liu,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9880093,YES,"However, the existing methods mainly exploit the literal meaning of scene text for fine-grained recognition, which might be irrelevant when it is not significantly related to objects/scenes. We propose an end-to-end trainable network that mines implicit contextual knowledge behind scene text image and enhance the semantics and correlation to fine-tune the image representation."
OrienterNet: Visual Localization in 2D Public Maps with Neural Matching,P. -E. Sarlin; D. DeTone; T. -Y. Yang; A. Avetisyan; J. Straub; T. Malisiewicz; S. R. Bulo; R. Newcombe; P. Kontschieder; V. Balntas,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10204555,YES,"OrienterNet estimates the location and orientation of a query image by matching a neural Bird's-Eye View with open and globally available maps from OpenStreetMap, enabling anyone to localize anywhere such maps are available. We bridge this gap by introducing OrienterNet, the first deep neural network that can localize an image with sub-meter accuracy using the same 2D semantic maps that humans use."
MDQE: Mining Discriminative Query Embeddings to Segment Occluded Instances on Challenging Videos,M. Li; S. Li; W. Xiang; L. Zhang,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203297,YES,"This is mainly because instance queries in these methods cannot encode well the discriminative embeddings of instances, making the query-based segmenter difficult to distinguish those ‘hard’ instances. While impressive progress has been achieved, video instance segmentation (VIS) methods with per-clip input often fail on challenging videos with occluded objects and crowded scenes."
Trace and Pace: Controllable Pedestrian Animation via Guided Trajectory Diffusion,D. Rempe; Z. Luo; X. B. Peng; Y. Yuan; K. Kitani; K. Kreis; S. Fidler; O. Litany,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203180,NO,"We further propose utilizing the value function learned during RL training of the animation controller to guide diffusion to produce trajectories better suited for particular scenarios such as collision avoidance and traversing uneven terrain. This trajectory diffusion model is integrated with a novel physics-based humanoid controller to form a closed-loop, full-body pedestrian animation system capable of placing large crowds in a simulated environment with varying terrains."
HumanBench: Towards General Human-Centric Perception with Projector Assisted Pretraining,S. Tang; C. Chen; Q. Xie; M. Chen; Y. Wang; Y. Ci; L. Bai; F. Zhu; H. Yang; L. Yi; R. Zhao; W. Ouyang,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10204833,YES,"Specifically, we propose a HumanBench based on existing datasets to comprehensively evaluate on the common ground the generalization abilities of different pretraining methods on 19 datasets from 6 diverse downstream tasks, including person ReID, pose estimation, human parsing, pedestrian attribute recognition, pedestrian detection, and crowd counting. To learn both coarse-grained and fine-grained knowledge in human bodies, we further propose a Projector AssisTed Hierarchical pretraining method (PATH) to learn diverse knowledge at different granularity levels."
