Document Title,Authors,Publication Year,PDF Link,Implementation?,Abstract Summary
A Novel Perceptive Robotic Cane with Haptic Navigation for Enabling Vision-Independent Participation in the Social Dynamics of Seat Choice,S. Agrawal; M. E. West; B. Hayes,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981219,NO,"The implications are encouraging as this technology, with careful design guided by the BVI community, can be adopted and further developed to be used with medical devices enabling the BVI population to better independently engage in socially dynamic situations like seat choice. Through a pilot user study we show that the system is successful in classifying and providing haptic navigation guidance to socially preferred seats, while optimizing for users' convenience, privacy, and intimacy in addition to increasing their confidence in independent navigation."
SESNO: Sample Efficient Social Navigation from Observation,B. H. Baghi; A. Konar; F. Hogan; M. Jenkin; G. Dudek,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981645,NO,We show that SESNO yields performance superior to existing baselines while dramatically improving the sample complexity by using as few as a hundredth of the samples required by existing baselines. We improve the sample-efficiency over previous IRL-based methods by introducing a shared experience replay buffer that allows reuse of past trajectory experiences to estimate the policy and the reward.
You Are In My Way: Non-verbal Social Cues for Legible Robot Navigation Behaviors,G. Angelopoulos; A. Rossi; C. D. Napoli; S. Rossi,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981754,NO,"Results from a within-subjects study involving 33 participants show that deictic gestures as navigational cues for humanoid robots result in fewer navigation conflicts than the use of a simulated gaze. Thereby, developing an acceptable behavior for autonomous robots in the area mentioned above is a foreseeable problem for the Human-Robot Interaction (HRI) field."
Iterative Program Synthesis for Adaptable Social Navigation,J. Holtz; S. Andrews; A. Guha; J. Biswas,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636540,NO,"While effective, these approaches have fundamental limitations – model-based approaches require constraint and parameter tuning to adapt to preferences and new scenarios, while learning-based approaches require reward functions, significant training data, and are hard to adapt to new social scenarios or new domains with limited demonstrations.In this work, we propose Iterative Dimension Informed Program Synthesis (IDIPS) to address these limitations by learning and adapting social navigation in the form of human-readable symbolic programs. We introduce a novel predicate repair technique that can accommodate previously unseen social scenarios or preferences by growing existing policies.We present experimental results showing that IDIPS: 1) synthesizes effective policies that model user preference, 2) can adapt existing policies to changing preferences, 3) can extend policies to handle novel social scenarios such as locked doors, and 4) generates policies that can be transferred from simulation to real-world robots with minimal effort."
Watch out! There may be a Human. Addressing Invisible Humans in Social Navigation,P. T. Singamaneni; A. Favier; R. Alami,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982186,NO,"We determine the places from which a human, currently not visible to the robot, can appear suddenly and then adapt the path and speed of the robot with the anticipation of potential collisions. However, it is also important to address the possible emergences of humans to avoid shocks or surprises to humans and erratic behavior of the robot planner."
DS-SLAM: A Semantic Visual SLAM towards Dynamic Environments,C. Yu; Z. Liu; X. -J. Liu; F. Xie; Y. Yang; Q. Wei; Q. Fei,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593691,NO,"However, some problems are still not well solved, for example, how to tackle the moving objects in the dynamic environments, how to make the robots truly understand the surroundings and accomplish advanced tasks. DS-SLAM combines semantic segmentation network with moving consistency check method to reduce the impact of dynamic objects, and thus the localization accuracy is highly improved in dynamic environments."
ReFusion: 3D Reconstruction in Dynamic Environments for RGB-D Cameras Exploiting Residuals,E. Palazzolo; J. Behley; P. Lottes; P. Giguère; C. Stachniss,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8967590,NO,"We make available our dataset with the ground truth for both the trajectory of the RGB-D sensor obtained by a motion capture system and the model of the static environment using a high-precision terrestrial laser scanner. For localization and mapping, we employ an efficient direct tracking on the truncated signed distance function (TSDF) and leverage color information encoded in the TSDF to estimate the pose of the sensor."
Semantic Monocular SLAM for Highly Dynamic Environments,N. Brasch; A. Bozic; J. Lallemand; F. Tombari,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593828,NO,"The proposed approach exploits semantic information extracted from the scene within an explicit probabilistic model, which maximizes the probability for both tracking and mapping to rely on those scene parts that do not present a relative motion with respect to the camera. Recent advances in monocular SLAM have enabled real-time capable systems which run robustly under the assumption of a static environment, but fail in presence of dynamic scene changes and motion, since they lack an explicit dynamic outlier handling."
A Real-Time Dynamic Simulator and an Associated Front-End Representation Format for Simulating Complex Robots and Environments,A. Munawar; Y. Wang; R. Gondokaryono; G. S. Fischer,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8968568,NO,"In this manuscript, we describe the philosophy and implementation of the front-end description format and demonstrate its performance and the simulator’s capabilities using simulated models of real-world surgical robots. While existing simulators support most real-world robots with serially linked kinematic and dynamic chains, they offer limited or conditional support for complex closed-loop robots."
Autonomous Flights in Dynamic Environments with Onboard Vision,Y. Wang; J. Ji; Q. Wang; C. Xu; F. Gao,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636117,NO,"We integrate the above methods into a customized quadrotor system and thoroughly test it in real-world experiments, verifying its effective collision avoidance in dynamic environments. Extended from existing work, we develop an occlusion-aware dynamic perception method based on depth images, which classifies obstacles as dynamic and static."
Efficient Long-term Mapping in Dynamic Environments,M. T. Lázaro; R. Capobianco; G. Grisetti,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594310,NO,"Using the pose graph SLAM paradigm, the system works on local maps in the form of 2D point cloud data which are updated over time to store the most up-to-date state of the environment. As autonomous robots are increasingly being introduced in real-world environments operating for long periods of time, the difficulties of long-term mapping are attracting the attention of the robotics research community."
Passivity Based Iterative Learning of Admittance-Coupled Dynamic Movement Primitives for Interaction with Changing Environments,A. Kramberger; E. Shahriari; A. Gams; B. Nemec; A. Ude; S. Haddadin,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593647,NO,"At the same time, a robot should not only express adaptive motion capabilities at planning level, but use also contact wrench feedback in the adaptation and learning process of the DMP. Simulations and experimental results with the Kuka LWR robot maintaining a non-rigid contact with the environment (wiping a surface) are shown for supporting the validity of our approach."
Directional Grid Maps: Modeling Multimodal Angular Uncertainty in Dynamic Environments,R. Senanayake; F. Ramos,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594041,NO,"Although an occupancy map of the environment is sufficient for navigation of a mobile robot or manipulation tasks with a robotic arm in static environments, robots operating in dynamic environments demand richer information to improve robustness, efficiency, and safety. We carried out a series of experiments to validate the proposed models using a variety of robots having different sensors such as RGB cameras and LiDARs on simulated and real-world settings in both indoor and outdoor environments."
Planning Reactive Manipulation in Dynamic Environments,P. S. Schmitt; F. Wirnshofer; K. M. Wurm; G. v. Wichert; W. Burgard,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8968452,NO,"When robots perform manipulation tasks, they need to determine their own movement, as well as how to make and break contact with objects in their environment. Reasoning about the motions of robots and objects simultaneously leads to a constrained planning problem in a high-dimensional state-space."
RP-VIO: Robust Plane-based Visual-Inertial Odometry for Dynamic Environments,K. Ram; C. Kharyal; S. S. Harithas; K. Madhava Krishna,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636522,NO,"We evaluate our approach on this dataset, and three diverse sequences from standard datasets including two real-world dynamic sequences and show a significant improvement in robustness and accuracy over a state-of-the-art monocular visual-inertial odometry system. Since existing datasets have a limited number of dynamic elements, we also present a highly-dynamic, photorealistic synthetic dataset for a more effective evaluation of the capabilities of modern VINS systems."
Continuous-Time Collision Avoidance for Trajectory Optimization in Dynamic Environments,W. Merkt; V. Ivan; S. Vijayakumar,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8967641,NO,"We evaluate our proposed continuous collision avoidance on scenarios including manipulation of moving targets, locomanipulation on mobile robots, manipulation trajectories for humanoids, and quadrotor path planning and compare penalty terms based on harmonic potential fields with ones derived from contact normals. Due to the use of conservative advancement (collision checks) rather than distance computations, our method outperforms discrete collision avoidance based on signed distance constraints resulting in smooth motions with continuous-time safety while planning in discrete time."
Sensor Fusion-based Anthropomorphic Control of Under-Actuated Bionic Hand in Dynamic Environment,H. Su; J. Zhang; J. Fu; S. E. Ovur; W. Qi; G. Li; Y. Hu; Z. Li,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636436,NO,"In order to map the kinematics of human fingers to the bionic hand, a novel finger bending angle is defined to represent the posture of human fingers. However, due to its under-actuated characteristic, there are still many challenges for anthropomorphic control of all the degrees of freedom (DOFs) using less input."
AcousticFusion: Fusing Sound Source Localization to Visual SLAM in Dynamic Environments,T. Zhang; H. Zhang; X. Li; J. Chen; T. L. Lam; S. Vijayakumar,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636585,NO,"Therefore, in this paper, we propose a novel audio-visual fusion approach that fuses sound source direction into the RGB-D image and thus removes the effect of dynamic obstacles on the multi-robot SLAM system. The directional information of the sound source object can be efficiently obtained by direction of sound arrival (DoA) estimation, but the depth estimation is difficult."
Robust Real-time RGB-D Visual Odometry in Dynamic Environments via Rigid Motion Model,S. Lee; C. Y. Son; H. J. Kim,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8968208,NO,"In order to evaluate the performance of visual odometry under the existence of dynamic rigid objects, we use self-collected dataset containing RGB-D images and motion capture data for ground-truth. The spatial segmentation first generates several motion hypotheses by using a grid-based scene flow and clusters the extracted motion hypotheses, separating objects that move independently of one another."
Long-Term Localization With Time Series Map Prediction for Mobile Robots in Dynamic Environments,L. Wang; W. Chen; J. Wang,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9468884,NO,"Autoregressive moving average model (ARMA), a kind of time series modeling method, is employed for environmental map modeling and prediction, then predicted map and filtered observation are fused to fix the prediction error. Inspired by predictive mechanism of brain, this paper presents a long-term localization approach named ArmMPU (ARMA-based Map Prediction and Update) based on time series modeling and prediction."
"Plasticity in Collective Decision-Making for Robots: Creating Global Reference Frames, Detecting Dynamic Environments, and Preventing Lock-ins",M. D. Soorati; M. Krome; M. Mora-Mendoza; J. Ghofrani; H. Hamann,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8967777,NO,"This is only possible by preventing lock-ins, a global consensus state of no return (i.e., a dominant majority of robots prevents the swarm from switching to another, possibly better option). We successfully validate our implementation in many swarm robot experiments concerning robustness to disruptions of the reference frame, scalability, and adaptivity to a dynamic environment."
Automatic Lane Change Maneuver in Dynamic Environment Using Model Predictive Control Method,Z. Li; J. Jiang; W. -H. Chen,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341729,NO,"A two-wheel dynamic bicycle model, which combines the longitudinal and lateral motion of the ego vehicle, together with a utility function, which helps to automatically determine the target lane have been used in the algorithm. However, in reality, if not all the vehicles on the road are fully autonomous, the situation could be much more complicated and the ego vehicle has to deal with the dynamic environment."
Simultaneous Scene Reconstruction and Whole-Body Motion Planning for Safe Operation in Dynamic Environments,M. N. Finean; W. Merkt; I. Havoutis,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636860,NO,"Finally, we use our findings to construct a practical hybrid mapping and motion planning system which uses GPU-Voxels and GPMP2 to perform receding- horizon whole-body motion planning that can smoothly avoid moving obstacles in 3D space using live sensor data. In this work, we first study the impact that signed and unsigned distance fields have on optimisation convergence, and the resultant error cost in trajectory optimisation problems in 2D path planning, arm manipulator motion planning, and whole-body loco-manipulation planning."
Lifelong update of semantic maps in dynamic environments,M. Narayana; A. Kolling; L. Nardelli; P. Fong,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341516,NO,"Jitter in the robot's sensed raw map, dynamic objects in the environment, and exploration of new space by the robot are common challenges for robots. Deployed commercially on thousands of floor-cleaning robots in real homes, our user-facing semantic maps provide a intuitive user experience through a lifelong mapping robot."
T-PRM: Temporal Probabilistic Roadmap for Path Planning in Dynamic Environments,M. Hüppi; L. Bartolomei; R. Mascaro; M. Chli,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981739,NO,"Our design maintains all the properties of PRM, such as the ability to perform multiple queries and to find smooth paths, while circumventing its downside by enabling collision avoidance in highly dynamic scenes with a minor increase in the computational cost. The proposed approach extends the original Probabilistic Roadmap (PRM) with the notion of time, generating an augmented graph-like structure that can be efficiently queried using a time-aware variant of the A* search algorithm, also introduced in this paper."
DT*: Temporal Logic Path Planning in a Dynamic Environment,P. Purohit; I. Saha,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636399,NO,"When a robot is given a task in the form of a Linear Temporal Logic (LTL) specification such that the task needs to be carried out repetitively, we want the robot to follow the shortest cyclic path so that the number of times the robot completes the mission within a given duration gets maximized. We present DT*, an SMT-based receding horizon planning strategy that solves an optimization problem repetitively based on the current status of the workspace to lead the robot to follow the best available path in the current situation."
CFP-SLAM: A Real-time Visual SLAM Based on Coarse-to-Fine Probability in Dynamic Environments,X. Hu; Y. Zhang; Z. Cao; R. Ma; Y. Wu; Z. Deng; W. Sun,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981826,NO,"Recently, some related works generally use the combination of semantic constraints and geometric constraints to deal with dynamic objects, but problems can still be raised, such as poor real-time performance, easy to treat people as rigid bodies, and poor performance in low dynamic scenes. Extensive evaluations show that our approach can achieve almost the best results in high dynamic and low dynamic scenarios compared to the state-of-the-art dynamic SLAM methods, and shows quite high real-time ability."
Safe Linear Temporal Logic Motion Planning in Dynamic Environments,Y. Li; E. M. Shahrivar; J. Liu,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636433,NO,This paper proposes an online control framework for mobile robots to satisfy a complex mission given in the form of linear temporal logic (LTL) without colliding with moving obstacles in the environment. The static planner is synthesized by solving a parity game for a finite abstraction of the robot model based on a world map with static obstacles to fulfill the LTL task.
Path Planning for Robotic Manipulators in Dynamic Environments Using Distance Information,N. Covic; B. Lacevic; D. Osmankovic,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636730,NO,"The main idea behind DRGBT lies in a so-called adaptive horizon, consisting of a set of prospective target nodes that belong to a predefined $\mathcal{C}$-space path, which originates from the current node. In this paper, we present a novel algorithm – DRGBT (Dynamic Rapidly-exploring Generalized Bur Tree), intended for motion planning in dynamic environments."
3D Radar Velocity Maps for Uncertain Dynamic Environments,R. Senanayake; K. B. Hatch; J. Zheng; M. J. Kochenderfer,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636019,NO,"The approach involves projecting spatial coordinates into a high-dimensional feature space and then applying Bayesian linear regression to make predictions and quantify uncertainty in our estimates. On a collection of air and ground datasets, we demonstrate that this approach is effective and more scalable than several alternative approaches."
Efficient 2D LIDAR-Based Map Updating For Long-Term Operations in Dynamic Environments,E. Stefanini; E. Ciancolini; A. Settimi; L. Pallottino,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982047,NO,"In this paper, we propose a novel LIDAR-based occupancy grid map updating algorithm for dynamic environments taking into account possible localisation and measurement errors. The proposed approach allows robust long-term operations as it can detect changes in the working area even in presence of moving elements."
Spatial Constraint Generation for Motion Planning in Dynamic Environments,H. Hu; P. Yadmellat,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636067,NO,"We have shown that the proposed method results in a more stable, long-term plan with a higher task completion rate, faster arrival time, a higher rate of successful plans, and fewer collisions compared to existing methods. These methods may fail without an offline map or where the map is invalid due to dynamic changes in the environment such as road obstruction, construction, and traffic congestion."
Learning Enabled Fast Planning and Control in Dynamic Environments with Intermittent Information,M. Cleaveland; E. Yel; Y. Kantaros; I. Lee; N. Bezzo,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981508,NO,"The challenge in this case is that the robots must plan using only this stale data, while accounting for any noise in the data or uncertainty in the environment. To address this challenge we propose a compositional technique which leverages neural networks to quickly plan and control a robot through crowded and dynamic environments using only intermittent information."
Online Planning in Uncertain and Dynamic Environment in the Presence of Multiple Mobile Vehicles,J. Xu; K. Yin; L. Liu,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341092,NO,"Since, in general, the dynamics of both the vehicle and the environmental disturbances are nonlinear, we utilize a nonlinear Gaussian filter – the unscented transform – to approximate the future state distributions. We then construct a dynamic-obstacle-aware reachable space that contains states with high probabilities to be reached by the robot, within which the optimal policy is searched."
RF-LIO: Removal-First Tightly-coupled Lidar Inertial Odometry in High Dynamic Environments,,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636624,NO,"The paper proposes a dynamic SLAM framework RF-LIO, building on LIO-SAM, which adds adaptive multi-resolution range images and uses tightly-coupled lidar inertial odometry to first remove moving objects, and then match lidar scan to the submap. The experimental results in high dynamic environments demonstrate that, compared with LOAM and LIO-SAM, the absolute trajectory accuracy of the proposed RF-LIO can be improved by 90% and 70%, respectively."
Disruption-Limited Planning for Robot Navigation in Dynamic Environments,S. Aine; Y. Oza; M. Likhachev,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636274,NO,"We present DLP paradigm, develop its efficient implementation based on A*, analyze its theoretical properties, and apply it to multiple planning in dynamic environment problems, including x,y,time planning, planning for self-driving, and planning for arm manipulation. DLP assumes that it can estimate others’ response to its own actions/plans, and plans its own path while ensuring that no other agents’ disrupted trajectory cost gets worse than w-times their initial trajectory costs."
Collective Decision-Making with Bayesian Robots in Dynamic Environments,K. Pfister; H. Hamann,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982019,NO,"Collective decision-making enables self-organizing robot swarms to act autonomously on a swarm level and is essential to coordinate their actions as a whole. In a previous paper [4], an efficient method based on a distributed Bayesian algorithm was created to distinguish a binary environment."
Deep Reinforcement Learning based Robot Navigation in Dynamic Environments using Occupancy Values of Motion Primitives,N. Ü. Akmandor; H. Li; G. Lvov; E. Dusel; T. Padir,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982133,YES,"This paper presents a Deep Reinforcement Learning based navigation approach in which we define the occu-pancy observations as heuristic evaluations of motion primitives, rather than using raw sensor data. The results show that our method not only decreases the required training time but also improves the navigation performance as compared to other occupancy representations."
CoMBiNED: Multi-Constrained Model Based Planning for Navigation in Dynamic Environments,H. Pandya; R. P. K. Poudel; S. Liwicki,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981479,NO,"We consider navigation as central application in this work and evaluate our approach on publicly available benchmark with complex dynamic scenarios and achieved significant improvement over recent approaches both in the cases of with-and-without given map of the environment. In this paper, we address these issues in a principled fashion through a multi-constraint model based online planning (CoMBiNED) framework that does not require any retraining or modifications on the existing policy."
Allocating Limited Sensing Resources to Accurately Map Dynamic Environments,D. Mitchell; N. Michael,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9340719,NO,"We present a utility measure that balances a Pearson's χ2 goodness-of-fit of the dynamics model with Mutual Information (MI) to ensure that observations are allocated to maximize the convergence rate of all HMMs, resulting in a faster convergence to higher steady-state model confidence and accuracy than either χ2 or MI alone. This work addresses the problem of learning a model of a dynamic environment using many independent Hidden Markov Models (HMMs) with a limited number of observations available per iteration."
Magneto: A Versatile Multi-Limbed Inspection Robot,T. Bandyopadhyay; R. Steindl; F. Talbot; N. Kottege; R. Dungavell; B. Wood; J. Barker; K. Hoehn; A. Elfes,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593891,NO,"By exploiting its high degrees of freedom, Magneto is able to deform its body shape to squeeze through gaps of 23cm, which is smaller than standard human entry portholes of industrial confined spaces. In this paper we present the design and control strategies of a novel quadruped climbing robot (named Magneto) with three degrees of freedom (3-DOF) actuated limbs and a 3-DOF compliant magnetic foot."
ProxEmo: Gait-based Emotion Learning and Multi-view Proxemic Fusion for Socially-Aware Robot Navigation,V. Narayanan; B. M. Manoghar; V. Sashank Dorbala; D. Manocha; A. Bera,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9340710,NO,"Our approach predicts the perceived emotions of a pedestrian from walking gaits, which is then used for emotion-guided navigation taking into account social and proxemic constraints. To classify emotions, we propose a multi-view skeleton graph convolution-based model that works on a commodity camera mounted onto a moving robot."
Object Recognition Through Active Sensing Using a Multi-Fingered Robot Hand with 3D Tactile Sensors,S. Funabashi; S. Morikuni; A. Geier; A. Schmitz; S. Ogasa; T. P. Torno; S. Somlor; S. Sugano,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594159,NO,"Evaluations with different number of employed measurements, static vs. time series data and force vector vs. only normal force vector measurements show that the high-dimensional information provided by the sensors is indeed beneficial. This paper investigates tactile object recognition with relatively densely distributed force vector measurements and evaluates what kind of tactile information is beneficial for object recognition."
Collision-Free Distributed Multi-Target Tracking Using Teams of Mobile Robots with Localization Uncertainty,J. Chen; P. Dames,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341126,NO,"In this paper we address this problem by introducing four new distributed algorithms that allow large teams of robots to: i) run the prediction and ii) update steps of a distributed recursive Bayesian multi- target tracker, iii) determine the set of local neighbors that must exchange data, and iv) exchange data in a consistent manner. All of these algorithms account for a bounded level of localization uncertainty in the robots by leveraging our recent introduction of the convex uncertainty Voronoi (CUV) diagram, which extends the traditional Voronoi diagram to account for localization uncertainty."
Towards Ergonomic Control of Collaborative Effort in Multi-human Mobile-robot Teams,W. Kim; M. Lorenzini; P. Balatti; Y. Wu; A. Ajoudani,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8967628,NO,"The new MObile Collaborative robotic Assistant (MOCA), which is composed of a lightweight manipulator arm, an underactuated hand, and a mobile platform driven by four omni-directional wheels enabling mobility in the workspace, is able to accomplish multiple tasks in a wide area with a high level of adaptability. In this paper, we propose a control framework for a multi-human and mobile-robot collaborative team, that takes into account the co-workers' ergonomic requirements as well as the demand for high flexibility in the manufacturing industries."
Multi-Limbed Robot Vertical Two Wall Climbing Based on Static Indeterminacy Modeling and Feasibility Region Analysis,X. Lin; H. Krishnan; Y. Su; D. W. Hong,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593734,NO,"Current wall climbing robots in literature overlook statically indeterminate forces, causing an incapability to estimate climbing failure under certain circumstances. A hexapod robot is used to verify the proposed technique by climbing between walls with pure friction end effectors."
Multi-Sensor 6-DoF Localization For Aerial Robots In Complex GNSS-Denied Environments,J. L. Paneque; J. R. Martínez-de Dios; A. Ollero,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8967686,NO,"First, camera and LIDAR features are seamlessly integrated in the same statistical framework, benefiting from their synergies and providing robustness in scenarios with low or varying densities of LIDAR and visual features. The method has been carefully designed to operate in real time using feature and hypothesis filtering and efficient hypothesis refinement, and has been coded in a multi-core implementation."
Optimization Based Motion Planning for Multi-Limbed Vertical Climbing Robots,X. Lin; J. Zhang; J. Shen; G. Fernandez; D. W. Hong,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8968032,NO,"This paper focuses on motion planning for one particular setup wherein a six-legged robot braces itself between two vertical walls and climbs vertically with end effectors that only use friction. The first part can be formulated as either a mixed-integer convex programming (MICP) or NLP problem, while the second part is formulated as a series of standard convex optimization problems."
Kinodynamic Motion Planning for Multi-Legged Robot Jumping via Mixed-Integer Convex Program,Y. Ding; C. Li; H. -W. Park,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341572,NO,"This paper proposes a kinodynamic motion plan-ning framework for multi-legged robot jumping based on the mixed-integer convex program (MICP), which simultaneously reasons about centroidal motion, contact points, wrench, and gait sequences. This method uniquely combines configuration space discretization and the construction of feasible wrench polytope (FWP) to encode kinematic constraints, actuator limit, friction cone constraint, and gait sequencing into a single MICP."
A Differential Elastic Joint for Multi-linked Pipeline Inspection Robots,A. Kakogawa; S. Ma,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593872,NO,"After describing the configuration of the differential elastic actuator that is suitable for our robot and the design theory of the rubber spring cross-section, we conducted experiments to verify its torque property. Active joints to stretch against the pipe wall are essential for adapting robots to use in vertical pipes and slippery inner surfaces where a large traction force is required."
"An Asynchronous Multi-Body Simulation Framework for Real-Time Dynamics, Haptics and Learning with Application to Surgical Robots",A. Munawar; G. S. Fischer,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8968594,NO,"To build on this, we present an inspired Asynchronous Framework which incorporates realtime dynamic simulation - manipulable with the masters of a surgical robot and various other input devices - and interfaces with learning agents to train and potentially allow for the execution of shared sub-tasks. This scope is demonstrated by examples of multi-user and multi-manual applications which allow for realistic interactions by incorporating distributed control, shared task allocation and a well-defined communication pipe-line for learning agents."
Multi-Contact Stabilization of a Humanoid Robot for Realizing Dynamic Contact Transitions on Non-coplanar Surfaces,M. Morisawa; M. Benallegue; R. Cisneros; I. Kumagai; A. Escande; K. Kaneko; F. Kanehiro,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8968059,NO,"We propose a multi-contact stabilization framework which can be designed not only to generate 3D CoM motion but also the CoM position estimation and the optimal force distribution around the reference ZMP in a unified manner from a balance controller, by using the force distribution ratio. In the stabilization process of the multi-contact motion, the desired Zero-Moment Point (ZMP) is modified by the position of the Divergent Component of Motion (DCM) error with respect to the 3D Center of Mass (CoM) motion generated from the force distribution ratio."
Towards a Context Enhanced Framework for Multi Object Tracking in Human Robot Collaboration,S. C. Akkaladevi; M. Plasch; C. Eitzinger; A. Pichler; B. Rinner,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593842,NO,"We present a Context Enhanced Framework for Multi Object Tracking, that i) allows uninterrupted completion of an assembly process, ii) improves the overall functional accuracy of the object tracker from 49 percent to 96 percent, and iii) enables the object tracker to handle multiple instance of multiple objects in a HRC setting. In a goal-oriented Human Robot Collaborative (HRC) scenario, where the goal is to complete an assembly process, a robust object tracker might not necessarily fulfill its functional role due to the dynamic nature of HRC."
A Multi-link In-pipe Inspection Robot Composed of Active and Passive Compliant Joints,A. Kakogawa; S. Ma,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341478,NO,"AIRo-5.1 an in-pipe inspection robot comprised of two passive compliant joints and a single active compliant joint that is driven by a series elastic actuator (SEA) is presented in the course of this study. As an aid in pipeline maintenance, AIRo-5.1 controls joint angles and the torque of middle joints, to enable them to adapt to bend, branch, vertical pipes, and slippery surfaces."
Multi-sensor Fusion Incorporating Adaptive Transformation for Reconfigurable Pavement Sweeping Robot,A. P. Povendhan; L. Yi; A. A. Hayat; A. V. Le; K. L. J. Kai; B. Ramalingam; M. R. Elara,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636464,NO,"Our paper formulated an adaptive sensor fusion method, implemented it in real-time on an autonomous reconfigurable pavement sweeping robot called Panthera, and demonstrated qualitatively the accuracy of the proposed sensor fusion framework for environment perception during robot reconfiguring on the pavement. However, for reconfigurable robots, sensors can change pose during reconfiguration need a robust adaptive sensor fusion to account for the relative change in sensor position and orientation."
A Deep Learning Approach for Multi-View Engagement Estimation of Children in a Child-Robot Joint Attention Task,J. Hadfield; G. Chalvatzaki; P. Koutras; M. Khamassi; C. S. Tzafestas; P. Maragos,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8968443,NO,"The goal is to integrate this model in next-generation social robots as an attention monitoring tool during various Child Robot Interaction (CRI) tasks both for Typically Developed (TD) children and children affected by autism (ASD). We extract the child's pose from different RGB-D cameras placed regularly in the room, fuse the results and feed them to a deep Neural Network (NN) trained for classifying engagement levels."
